ID;Woonplaatsen;Woonplaatscode_1;Woonplaats;Code_3;Provincie;Code_5;Deel;Code_7
862;WP2929;WP2929    ;Asten                              ;GM0743    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
863;WP2988;WP2988    ;Renkum                             ;GM0274    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
864;WP2947;WP2947    ;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
865;WP1288;WP1288    ;Tubbergen                          ;GM0183    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
866;WP3398;WP3398    ;Noardeast-Fryslân                  ;GM1970    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
867;WP2311;WP2311    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
868;WP2016;WP2016    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
869;WP3223;WP3223    ;Harderwijk                         ;GM0243    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
870;WP2312;WP2312    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
871;WP3013;WP3013    ;Midden-Drenthe                     ;GM1731    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
872;WP3227;WP3227    ;Leeuwarden                         ;GM0080    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
873;WP2017;WP2017    ;Leeuwarden                         ;GM0080    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
874;WP3535;WP3535    ;Hillegom                           ;GM0534    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
875;WP1307;WP1307    ;Hilvarenbeek                       ;GM0798    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
876;WP1036;WP1036    ;Hilversum                          ;GM0402    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
877;WP1968;WP1968    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
878;WP2018;WP2018    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
879;WP1488;WP1488    ;Hollands Kroon                     ;GM1911    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
880;WP1363;WP1363    ;Waadhoeke                          ;GM1949    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
881;WP1838;WP1838    ;Edam-Volendam                      ;GM0385    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
882;WP1256;WP1256    ;Borsele                            ;GM0654    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
883;WP3548;WP3548    ;De Ronde Venen                     ;GM0736    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
884;WP3626;WP3626    ;Vijfheerenlanden                   ;GM1961    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
885;WP1130;WP1130    ;Terneuzen                          ;GM0715    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
886;WP3082;WP3082    ;Rotterdam                          ;GM0599    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
887;WP2257;WP2257    ;Apeldoorn                          ;GM0200    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
888;WP2772;WP2772    ;Ede                                ;GM0228    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
889;WP1313;WP1313    ;Heerlen                            ;GM0917    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
890;WP1627;WP1627    ;Maasdriel                          ;GM0263    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
891;WP1723;WP1723    ;Weststellingwerf                   ;GM0098    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
892;WP2871;WP2871    ;Nijkerk                            ;GM0267    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
893;WP1250;WP1250    ;Halderberge                        ;GM1655    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
894;WP1089;WP1089    ;Wierden                            ;GM0189    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
895;WP2938;WP2938    ;De Bilt                            ;GM0310    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
896;WP1813;WP1813    ;Hoogeveen                          ;GM0118    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
897;WP2586;WP2586    ;Ameland                            ;GM0060    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
898;WP2156;WP2156    ;Coevorden                          ;GM0109    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
899;WP1567;WP1567    ;Rijssen-Holten                     ;GM1742    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
900;WP1217;WP1217    ;Boxmeer                            ;GM0756    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
901;WP1552;WP1552    ;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
902;WP1553;WP1553    ;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
903;WP2814;WP2814    ;Sittard-Geleen                     ;GM1883    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
904;WP3399;WP3399    ;Noardeast-Fryslân                  ;GM1970    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
905;WP3237;WP3237    ;Delfzijl                           ;GM0010    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
906;WP2408;WP2408    ;Súdwest-Fryslân                    ;GM1900    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
907;WP1868;WP1868    ;Overbetuwe                         ;GM1734    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
908;WP2656;WP2656    ;Westland                           ;GM1783    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
909;WP1597;WP1597    ;Haarlemmermeer                     ;GM0394    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
910;WP2968;WP2968    ;Sluis                              ;GM1714    ;Zeeland                  ;PV29      ;West-Nederland           ;LD03      
911;WP3564;WP3564    ;Apeldoorn                          ;GM0200    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
912;WP1434;WP1434    ;Molenlanden                        ;GM1978    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
913;WP1874;WP1874    ;Reusel-De Mierden                  ;GM1667    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
914;WP2575;WP2575    ;Drimmelen                          ;GM1719    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
915;WP1066;WP1066    ;Bladel                             ;GM1728    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
916;WP1554;WP1554    ;Hardenberg                         ;GM0160    ;Overijssel               ;PV23      ;Oost-Nederland           ;LD02      
917;WP1000;WP1000    ;Woensdrecht                        ;GM0873    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
918;WP3115;WP3115    ;Westerveld                         ;GM1701    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
919;WP3014;WP3014    ;Midden-Drenthe                     ;GM1731    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
920;WP1814;WP1814    ;Hoogeveen                          ;GM0118    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
921;WP1018;WP1018    ;Midden-Groningen                   ;GM1952    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
922;WP3015;WP3015    ;Midden-Drenthe                     ;GM1731    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
923;WP1508;WP1508    ;Drechterland                       ;GM0498    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
924;WP1521;WP1521    ;Bronckhorst                        ;GM1876    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
925;WP1665;WP1665    ;Amersfoort                         ;GM0307    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
926;WP1666;WP1666    ;Amersfoort                         ;GM0307    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
927;WP3034;WP3034    ;Kaag en Braassem                   ;GM1884    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
928;WP3083;WP3083    ;Rotterdam                          ;GM0599    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
929;WP2790;WP2790    ;Opmeer                             ;GM0432    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
930;WP2615;WP2615    ;Terschelling                       ;GM0093    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
931;WP3614;WP3614    ;Hoorn                              ;GM0405    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
932;WP2807;WP2807    ;Midden-Delfland                    ;GM1842    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
933;WP2741;WP2741    ;Texel                              ;GM0448    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
934;WP1435;WP1435    ;Molenlanden                        ;GM1978    ;Zuid-Holland             ;PV28      ;West-Nederland           ;LD03      
935;WP2197;WP2197    ;Heerenveen                         ;GM0074    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
936;WP2948;WP2948    ;Leudal                             ;GM1640    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
937;WP2117;WP2117    ;Westerkwartier                     ;GM1969    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
938;WP3416;WP3416    ;Het Hogeland                       ;GM1966    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
939;WP2905;WP2905    ;Druten                             ;GM0225    ;Gelderland               ;PV25      ;Oost-Nederland           ;LD02      
940;WP1032;WP1032    ;Horst aan de Maas                  ;GM1507    ;Limburg                  ;PV31      ;Zuid-Nederland           ;LD04      
941;WP3595;WP3595    ;Oosterhout                         ;GM0826    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
942;WP2053;WP2053    ;Houten                             ;GM0321    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
943;WP3282;WP3282    ;Smallingerland                     ;GM0090    ;Friesland                ;PV21      ;Noord-Nederland          ;LD01      
944;WP3417;WP3417    ;Het Hogeland                       ;GM1966    ;Groningen                ;PV20      ;Noord-Nederland          ;LD01      
945;WP1001;WP1001    ;Woensdrecht                        ;GM0873    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
946;WP2825;WP2825    ;Zeist                              ;GM0355    ;Utrecht                  ;PV26      ;West-Nederland           ;LD03      
947;WP1637;WP1637    ;Noordenveld                        ;GM1699    ;Drenthe                  ;PV22      ;Noord-Nederland          ;LD01      
948;WP3057;WP3057    ;Den Helder                         ;GM0400    ;Noord-Holland            ;PV27      ;West-Nederland           ;LD03      
949;WP3257;WP3257    ;Oss                                ;GM0828    ;Noord-Brabant            ;PV30      ;Zuid-Nederland           ;LD04      
